Date	Team	Opponent	Game	Result	Score	ATS	Spread	OU	Total	
11-Nov-23	Boston College	vs Virginia Tech	REG	L	48-22	L	2.5	O	48	
16-Nov-23	Boston College	@ Pittsburgh	REG	L	24-16	L	2.5	U	46.5	
24-Nov-23	Boston College	vs Miami-FL	REG	L	45-20	L	10	O	49.5	
28-Dec-23	Boston College	vs Southern Methodist	PST	W	23-14	W	13.5	U	49	
29-Aug-24	Bowling Green	vs Fordham	REG	W	41-17	W	-15.5	U	60.5	
7-Sep-24	Bowling Green	@ Penn State	REG	L	34-27	W	34	O	51	
21-Sep-24	Bowling Green	@ Texas A&M	REG	L	26-20	W	20.5	U	50.5	
28-Sep-24	Bowling Green	vs Old Dominion	REG	L	30-27	L	-10.5	O	51.5	
5-Oct-24	Bowling Green	@ Akron	REG	W	27-20	L	-16.5	U	48.5	
12-Oct-24	Bowling Green	vs Northern Illinois	REG	L	17-7	L	-3	U	46.5	
19-Oct-24	Bowling Green	vs Kent State	REG	W	27-6	L	-24	U	54.5	
26-Oct-24	Bowling Green	@ Toledo	REG	W	41-26	W	2	O	47.5	
5-Nov-24	Bowling Green	@ Central Michigan	REG	W	23-13	L	-16	U	48.5	
12-Nov-24	Bowling Green	vs Western Michigan	REG	W	31-13	W	-9.5	U	57.5	
23-Nov-24	Bowling Green	@ Ball State	REG	W	38-13	W	-12.5	U	54.5	
29-Nov-24	Bowling Green	vs Miami-OH	REG	L	28-12	L	-2.5	O	39	
26-Dec-24	Bowling Green	vs Arkansas State	PST	L	38-31	L	-10	O	53.5	
2-Sep-23	Bowling Green	@ Liberty	REG	L	34-24	L	8	O	49	
9-Sep-23	Bowling Green	vs Eastern Illinois	REG	W	38-15	W	-17	O	48.5	
16-Sep-23	Bowling Green	@ Michigan	REG	L	31-6	W	40.5	U	53.5	
23-Sep-23	Bowling Green	vs Ohio	REG	L	38-7	L	13	U	45.5	
30-Sep-23	Bowling Green	@ Georgia Tech	REG	W	38-27	W	21	O	49	
7-Oct-23	Bowling Green	@ Miami-OH	REG	L	27-0	L	7.5	U	43	
14-Oct-23	Bowling Green	@ Buffalo	REG	W	24-14	W	3	U	45	
21-Oct-23	Bowling Green	vs Akron	REG	W	41-14	W	-7	O	37	
1-Nov-23	Bowling Green	vs Ball State	REG	W	24-21	L	-5	O	40	
8-Nov-23	Bowling Green	@ Kent State	REG	W	49-19	W	-11	O	41.5	
14-Nov-23	Bowling Green	vs Toledo	REG	L	32-31	W	10	O	49.5	
21-Nov-23	Bowling Green	@ Western Michigan	REG	W	34-10	W	-2.5	U	51.5	
26-Dec-23	Bowling Green	@ Minnesota	PST	L	30-24	L	2	O	44.5	
29-Aug-24	Buffalo	vs Lafayette	REG	W	30-13	W	-3.5	U	45.5	
7-Sep-24	Buffalo	@ Missouri	REG	L	38-0	L	32.5	U	52	
14-Sep-24	Buffalo	vs Massachusetts	REG	W	34-3	W	-3.5	U	46	
21-Sep-24	Buffalo	@ Northern Illinois	REG	W	23-20	W	13	O	42.5	
28-Sep-24	Buffalo	@ Connecticut	REG	L	47-3	L	6	O	44.5	
12-Oct-24	Buffalo	vs Toledo	REG	W	30-15	W	10.5	O	44.5	
19-Oct-24	Buffalo	vs Western Michigan	REG	L	48-41	L	1	O	49.5	
26-Oct-24	Buffalo	@ Ohio	REG	L	47-16	L	3.5	O	46.5	
2-Nov-24	Buffalo	@ Akron	REG	W	41-30	W	-1	O	49	
12-Nov-24	Buffalo	vs Ball State	REG	W	51-48	L	-3.5	O	55.5	
20-Nov-24	Buffalo	@ Eastern Michigan	REG	W	37-20	W	1	O	53.5	
26-Nov-24	Buffalo	vs Kent State	REG	W	43-7	W	-23.5	U	51	
4-Jan-25	Buffalo	@ Liberty	PST	W	26-7	W	-4	U	51	
2-Sep-23	Buffalo	@ Wisconsin	REG	L	38-17	W	28.5	O	52.5	
9-Sep-23	Buffalo	vs Fordham	REG	L	40-37	L	-23.5	O	54.5	
16-Sep-23	Buffalo	vs Liberty	REG	L	55-27	L	3	O	54	
23-Sep-23	Buffalo	@ Louisiana-Lafayette	REG	L	45-38	W	10.5	O	57.5	
30-Sep-23	Buffalo	@ Akron	REG	W	13-10	W	3	U	53	
7-Oct-23	Buffalo	vs Central Michigan	REG	W	37-13	W	2.5	U	52	
14-Oct-23	Buffalo	vs Bowling Green	REG	L	24-14	L	-3	U	45	
21-Oct-23	Buffalo	@ Kent State	REG	W	24-6	W	-6.5	U	44	
31-Oct-23	Buffalo	@ Toledo	REG	L	31-13	L	14.5	U	47	
7-Nov-23	Buffalo	vs Ohio	REG	L	20-10	L	9	U	45	
15-Nov-23	Buffalo	@ Miami-OH	REG	L	23-10	L	7.5	U	37.5	
21-Nov-23	Buffalo	vs Eastern Michigan	REG	L	24-11	L	-5.5	U	37.5	
31-Aug-24	BYU	vs Southern Illinois	REG	W	41-13	W	-17	O	49.5	
6-Sep-24	BYU	@ Southern Methodist	REG	W	18-15	W	12.5	U	55.5	
14-Sep-24	BYU	@ Wyoming	REG	W	34-14	W	-9.5	O	40	
21-Sep-24	BYU	vs Kansas State	REG	W	38-9	W	7.5	U	49.5	
28-Sep-24	BYU	@ Baylor	REG	W	34-28	W	3	O	46.5	
12-Oct-24	BYU	vs Arizona	REG	W	41-19	W	-3	O	48.5	
18-Oct-24	BYU	vs Oklahoma State	REG	W	38-35	L	-8.5	O	53.5	
26-Oct-24	BYU	@ Central Florida	REG	W	37-24	W	2.5	O	53.5	
9-Nov-24	BYU	@ Utah	REG	W	22-21	L	-3	O	40.5	
16-Nov-24	BYU	vs Kansas	REG	L	17-13	L	-2.5	U	55.5	
23-Nov-24	BYU	@ Arizona State	REG	L	28-23	L	3.5	O	49.5	
30-Nov-24	BYU	vs Houston	REG	W	30-18	L	-12.5	O	40.5	
28-Dec-24	BYU	@ Colorado	PST	W	36-14	W	3	U	54.5	
2-Sep-23	BYU	vs Sam Houston State	REG	W	14-0	L	-19.5	U	46.5	
9-Sep-23	BYU	vs Southern Utah	REG	W	41-16	L	-30.5	O	46.5	
16-Sep-23	BYU	@ Arkansas	REG	W	38-31	W	8	O	48	
23-Sep-23	BYU	@ Kansas	REG	L	38-27	L	9	O	56	
29-Sep-23	BYU	vs Cincinnati	REG	W	35-27	W	-1	O	47.5	
14-Oct-23	BYU	@ Texas Christian	REG	L	44-11	L	5	O	52.5	
21-Oct-23	BYU	vs Texas Tech	REG	W	27-14	W	3	U	49.5	
28-Oct-23	BYU	@ Texas	REG	L	35-6	L	20.5	U	49.5	
4-Nov-23	BYU	@ West Virginia	REG	L	37-7	L	12.5	U	48.5	
11-Nov-23	BYU	vs Iowa State	REG	L	45-13	L	7.5	O	41.5	
18-Nov-23	BYU	vs Oklahoma	REG	L	31-24	W	24.5	U	58.5	
25-Nov-23	BYU	@ Oklahoma State	REG	L	40-34	W	16.5	O	56	
31-Aug-24	California	vs UC Davis	REG	W	31-13	L	-20.5	U	57.5	
7-Sep-24	California	@ Auburn	REG	W	21-14	W	12	U	52.5	
14-Sep-24	California	vs San Diego State	REG	W	31-10	W	-18.5	U	48.5	
21-Sep-24	California	@ Florida State	REG	L	14-9	L	2.5	U	44.5	
5-Oct-24	California	vs Miami-FL	REG	L	39-38	W	10	O	54	
12-Oct-24	California	@ Pittsburgh	REG	L	17-15	W	3.5	U	57.5	
19-Oct-24	California	vs North Carolina State	REG	L	24-23	L	-9.5	O	46	
26-Oct-24	California	vs Oregon State	REG	W	44-7	W	-13	P	51	
8-Nov-24	California	@ Wake Forest	REG	W	46-36	W	-7	O	55.5	
16-Nov-24	California	vs Syracuse	REG	L	33-25	L	-10.5	P	58	
23-Nov-24	California	vs Stanford	REG	W	24-21	L	-14.5	U	53.5	
30-Nov-24	California	@ Southern Methodist	REG	L	38-6	L	12.5	U	54.5	
18-Dec-24	California	@ Nevada-Las Vegas	PST	L	24-13	L	3.5	U	45	
2-Sep-23	California	@ North Texas	REG	W	58-21	W	-5	O	53.5	
9-Sep-23	California	vs Auburn	REG	L	14-10	W	5	U	55.5	
16-Sep-23	California	vs Idaho	REG	W	31-17	L	-15.5	U	52.5	
23-Sep-23	California	@ Washington	REG	L	59-32	L	20	O	55.5	
30-Sep-23	California	vs Arizona State	REG	W	24-21	L	-13	U	47	
7-Oct-23	California	vs Oregon State	REG	L	52-40	L	7.5	O	51	
14-Oct-23	California	@ Utah	REG	L	34-14	L	9.5	O	43	
28-Oct-23	California	vs Southern California	REG	L	50-49	W	10	O	67.5	
4-Nov-23	California	@ Oregon	REG	L	63-19	L	26.5	O	61.5	
11-Nov-23	California	vs Washington State	REG	W	42-39	W	-2	O	60	
18-Nov-23	California	@ Stanford	REG	W	27-15	W	-7	U	53	
25-Nov-23	California	@ California-Los Angeles	REG	W	33-7	W	9.5	U	51	
16-Dec-23	California	@ Texas Tech	PST	L	34-14	L	3.5	U	54.5	
29-Aug-24	Central Michigan	vs Central Connecticut State	REG	W	66-10	W	-32.5	O	55.5	
7-Sep-24	Central Michigan	@ Florida International	REG	L	52-16	L	-3.5	O	51.5	
14-Sep-24	Central Michigan	@ Illinois	REG	L	30-9	P	21	U	50	
21-Sep-24	Central Michigan	vs Ball State	REG	W	37-34	L	-6.5	O	50.5	
28-Sep-24	Central Michigan	vs San Diego State	REG	W	22-21	L	-2.5	U	48	
12-Oct-24	Central Michigan	vs Ohio	REG	L	27-25	W	3	O	50	
19-Oct-24	Central Michigan	@ Eastern Michigan	REG	L	38-34	L	3.5	O	52.5	
26-Oct-24	Central Michigan	@ Miami-OH	REG	L	46-7	L	10.5	O	49	
5-Nov-24	Central Michigan	vs Bowling Green	REG	L	23-13	W	16	U	48.5	
12-Nov-24	Central Michigan	@ Toledo	REG	L	37-10	L	14.5	U	52	
19-Nov-24	Central Michigan	vs Western Michigan	REG	W	16-14	W	6	U	56	
30-Nov-24	Central Michigan	@ Northern Illinois	REG	L	24-16	W	13.5	P	40	
1-Sep-23	Central Michigan	@ Michigan State	REG	L	31-7	L	14	U	44.5	
9-Sep-23	Central Michigan	vs New Hampshire	REG	W	45-42	L	-7	O	48.5	
16-Sep-23	Central Michigan	@ Notre Dame	REG	L	41-17	W	35	O	51	
23-Sep-23	Central Michigan	@ South Alabama	REG	W	34-30	W	16.5	O	46.5	
30-Sep-23	Central Michigan	vs Eastern Michigan	REG	W	26-23	L	-10	O	45	
7-Oct-23	Central Michigan	@ Buffalo	REG	L	37-13	L	-2.5	U	52	
14-Oct-23	Central Michigan	vs Akron	REG	W	17-10	L	-10.5	U	44	
21-Oct-23	Central Michigan	@ Ball State	REG	L	24-17	L	-5.5	U	42	
31-Oct-23	Central Michigan	vs Northern Illinois	REG	W	37-31	W	6.5	O	48	
7-Nov-23	Central Michigan	@ Western Michigan	REG	L	38-28	L	3	O	58	
15-Nov-23	Central Michigan	@ Ohio	REG	L	34-20	L	11	O	49.5	
24-Nov-23	Central Michigan	vs Toledo	REG	L	32-17	L	10	U	54.5	
31-Aug-24	Charlotte	vs James Madison	REG	L	30-7	L	6.5	U	48	
7-Sep-24	Charlotte	@ North Carolina	REG	L	38-20	W	21	O	48	
14-Sep-24	Charlotte	vs Gardner-Webb	REG	W	27-26	L	-14.5	O	46.5	
21-Sep-24	Charlotte	@ Indiana	REG	L	52-14	L	28.5	O	50.5	
28-Sep-24	Charlotte	@ Rice	REG	W	21-20	W	4.5	U	47.5	
5-Oct-24	Charlotte	vs East Carolina	REG	W	55-24	W	9	O	47.5	
19-Oct-24	Charlotte	@ Navy	REG	L	51-17	L	16.5	O	57.5	
26-Oct-24	Charlotte	@ Memphis	REG	L	33-28	W	17	O	56.5	
31-Oct-24	Charlotte	vs Tulane	REG	L	34-3	L	14.5	U	55	
16-Nov-24	Charlotte	vs South Florida	REG	L	59-24	L	-1.5	O	53.5	
23-Nov-24	Charlotte	@ Florida Atlantic	REG	W	39-27	W	-3	O	49.5	
30-Nov-24	Charlotte	vs Alabama-Birmingham	REG	W	29-27	W	-1	U	60.5	
2-Sep-23	Charlotte	vs South Carolina State	REG	W	24-3	L	-23	U	44.5	
9-Sep-23	Charlotte	@ Maryland	REG	L	38-20	W	24.5	O	50	
16-Sep-23	Charlotte	vs Georgia State	REG	L	41-25	L	4.5	O	52	
23-Sep-23	Charlotte	@ Florida	REG	L	22-7	W	28	U	48.5	
30-Sep-23	Charlotte	@ Southern Methodist	REG	L	34-16	W	22.5	U	53	
14-Oct-23	Charlotte	vs Navy	REG	L	14-0	L	3.5	U	45	
21-Oct-23	Charlotte	@ East Carolina	REG	W	10-7	W	6	U	39.5	
27-Oct-23	Charlotte	vs Florida Atlantic	REG	L	38-16	L	3.5	O	45.5	
4-Nov-23	Charlotte	@ Tulsa	REG	W	33-26	W	4	O	48	
11-Nov-23	Charlotte	vs Memphis	REG	L	44-38	W	10	O	51.5	
18-Nov-23	Charlotte	vs Rice	REG	L	28-7	L	1	U	46.5	
25-Nov-23	Charlotte	@ South Florida	REG	L	48-14	L	7	O	57	
31-Aug-24	Cincinnati	vs Towson	REG	W	38-20	L	-33.5	O	57	
7-Sep-24	Cincinnati	vs Pittsburgh	REG	L	28-27	L	-1.5	U	63.5	
14-Sep-24	Cincinnati	@ Miami-OH	REG	W	27-16	W	-3	U	47.5	
21-Sep-24	Cincinnati	vs Houston	REG	W	34-0	W	-3.5	U	47.5	
28-Sep-24	Cincinnati	@ Texas Tech	REG	L	44-41	P	3	O	59.5	
12-Oct-24	Cincinnati	@ Central Florida	REG	W	19-13	W	2	U	58.5	
19-Oct-24	Cincinnati	vs Arizona State	REG	W	24-14	W	-5.5	U	51	
26-Oct-24	Cincinnati	@ Colorado	REG	L	34-23	L	6.5	P	57	
9-Nov-24	Cincinnati	vs West Virginia	REG	L	31-24	L	-5.5	O	54.5	
16-Nov-24	Cincinnati	@ Iowa State	REG	L	34-17	L	7	U	52.5	
23-Nov-24	Cincinnati	@ Kansas State	REG	L	41-15	L	7.5	O	54	
30-Nov-24	Cincinnati	vs Texas Christian	REG	L	20-13	L	2.5	U	58.5	
2-Sep-23	Cincinnati	vs Eastern Kentucky	REG	W	66-13	W	-21.5	O	57.5	
9-Sep-23	Cincinnati	@ Pittsburgh	REG	W	27-21	W	6.5	O	44.5	
16-Sep-23	Cincinnati	vs Miami-OH	REG	L	31-24	L	-14	O	44	
23-Sep-23	Cincinnati	vs Oklahoma	REG	L	20-6	L	13	U	57.5	
29-Sep-23	Cincinnati	@ Brigham Young	REG	L	35-27	L	1	O	47.5	
14-Oct-23	Cincinnati	vs Iowa State	REG	L	30-10	L	-4	U	42.5	
21-Oct-23	Cincinnati	vs Baylor	REG	L	32-29	L	-2.5	O	50.5	
28-Oct-23	Cincinnati	@ Oklahoma State	REG	L	45-13	L	7.5	O	53	
4-Nov-23	Cincinnati	vs Central Florida	REG	L	28-26	W	3.5	U	60	
11-Nov-23	Cincinnati	@ Houston	REG	W	24-14	W	3	U	53.5	
18-Nov-23	Cincinnati	@ West Virginia	REG	L	42-21	L	5	O	52.5	
25-Nov-23	Cincinnati	vs Kansas	REG	L	49-16	L	7.5	O	58.5	
31-Aug-24	Clemson	@ Georgia	REG	L	34-3	L	10.5	U	49	
7-Sep-24	Clemson	vs Appalachian State	REG	W	66-20	W	-16.5	O	52	
21-Sep-24	Clemson	vs North Carolina State	REG	W	59-35	W	-17.5	O	44	
28-Sep-24	Clemson	vs Stanford	REG	W	40-14	W	-24	U	58	
5-Oct-24	Clemson	@ Florida State	REG	W	29-13	L	-16.5	U	47.5	
12-Oct-24	Clemson	@ Wake Forest	REG	W	49-14	W	-21	P	63	
19-Oct-24	Clemson	vs Virginia	REG	W	48-31	L	-20.5	O	57.5	
2-Nov-24	Clemson	vs Louisville	REG	L	33-21	L	-11	U	62.5	
9-Nov-24	Clemson	@ Virginia Tech	REG	W	24-14	W	-5.5	U	54.5	
16-Nov-24	Clemson	@ Pittsburgh	REG	W	24-20	L	-12.5	U	51.5	
23-Nov-24	Clemson	vs The Citadel	REG	W	51-14	L	-48.5	O	58.5	
30-Nov-24	Clemson	vs South Carolina	REG	L	17-14	L	-2.5	U	49.5	
7-Dec-24	Clemson	@ Southern Methodist	REG	W	34-31	W	2.5	O	56.5	
21-Dec-24	Clemson	@ Texas	PST	L	38-24	L	13.5	O	49.5	
4-Sep-23	Clemson	@ Duke	REG	L	28-7	L	-12	U	54.5	
9-Sep-23	Clemson	vs Charleston Southern	REG	W	66-17	L	-50.5	O	54.5	
16-Sep-23	Clemson	vs Florida Atlantic	REG	W	48-14	W	-25	O	51.5	
23-Sep-23	Clemson	vs Florida State	REG	L	31-24	L	1.5	U	56	
30-Sep-23	Clemson	@ Syracuse	REG	W	31-14	W	-7	U	52	
7-Oct-23	Clemson	vs Wake Forest	REG	W	17-12	L	-21	U	53	
21-Oct-23	Clemson	@ Miami-FL	REG	L	28-20	L	-6	O	44.5	
28-Oct-23	Clemson	@ North Carolina State	REG	L	24-17	L	-10	U	44	
4-Nov-23	Clemson	vs Notre Dame	REG	W	31-23	W	3.5	O	43.5	
11-Nov-23	Clemson	vs Georgia Tech	REG	W	42-21	W	-14.5	O	54.5	
18-Nov-23	Clemson	vs North Carolina	REG	W	31-20	W	-7.5	U	59.5	
25-Nov-23	Clemson	@ South Carolina	REG	W	16-7	W	-7.5	U	47.5	
29-Dec-23	Clemson	@ Kentucky	PST	W	38-35	L	-3.5	O	44	
29-Aug-24	Coastal Carolina	@ Jacksonville State	REG	W	55-27	W	3.5	O	54.5	
7-Sep-24	Coastal Carolina	vs William & Mary	REG	W	40-21	W	-16.5	O	54.5	
14-Sep-24	Coastal Carolina	@ Temple	REG	W	28-20	L	-17	U	52.5	
21-Sep-24	Coastal Carolina	vs Virginia	REG	L	43-24	L	3.5	O	52.5	
5-Oct-24	Coastal Carolina	vs Old Dominion	REG	W	45-37	W	-4.5	O	51.5	
10-Oct-24	Coastal Carolina	@ James Madison	REG	L	39-7	L	7.5	U	59.5	
19-Oct-24	Coastal Carolina	vs Louisiana-Lafayette	REG	L	34-24	L	6.5	O	56.5	
2-Nov-24	Coastal Carolina	@ Troy	REG	L	38-24	L	-4	O	51.5	
7-Nov-24	Coastal Carolina	vs Appalachian State	REG	W	38-24	W	2	U	62.5	
16-Nov-24	Coastal Carolina	@ Marshall	REG	L	31-19	L	7.5	U	57	
23-Nov-24	Coastal Carolina	vs Georgia Southern	REG	L	26-6	L	-2.5	U	59.5	
30-Nov-24	Coastal Carolina	@ Georgia State	REG	W	48-27	W	1	O	53.5	
23-Dec-24	Coastal Carolina	vs Texas-San Antonio	PST	L	44-15	L	12.5	O	56.5	
2-Sep-23	Coastal Carolina	@ California-Los Angeles	REG	L	27-13	W	15.5	U	66.5	
9-Sep-23	Coastal Carolina	vs Jacksonville State	REG	W	30-16	W	-13.5	U	61	
16-Sep-23	Coastal Carolina	vs Duquesne	REG	W	66-7	W	-35	O	56	
21-Sep-23	Coastal Carolina	vs Georgia State	REG	L	30-17	L	-4.5	U	62.5	
30-Sep-23	Coastal Carolina	@ Georgia Southern	REG	L	38-28	L	6	U	67.5	
10-Oct-23	Coastal Carolina	@ Appalachian State	REG	W	27-24	W	4.5	U	59	
21-Oct-23	Coastal Carolina	@ Arkansas State	REG	W	27-17	W	-8.5	U	59	
28-Oct-23	Coastal Carolina	vs Marshall	REG	W	34-6	W	3.5	U	47	
4-Nov-23	Coastal Carolina	@ Old Dominion	REG	W	28-24	W	1	O	51.5	
11-Nov-23	Coastal Carolina	vs Texas State	REG	W	31-23	W	2.5	U	55	
18-Nov-23	Coastal Carolina	@ Army	REG	L	28-21	L	-1	O	40.5	
25-Nov-23	Coastal Carolina	vs James Madison	REG	L	56-14	L	4	O	51.5	
23-Dec-23	Coastal Carolina	@ San Jose State	PST	W	24-14	W	7.5	U	48	
29-Aug-24	Colorado	vs North Dakota State	REG	W	31-26	L	-11.5	O	54.5	
7-Sep-24	Colorado	@ Nebraska	REG	L	28-10	L	6.5	U	55	
14-Sep-24	Colorado	@ Colorado State	REG	W	28-9	W	-7.5	U	58.5	
21-Sep-24	Colorado	vs Baylor	REG	W	38-31	W	-2.5	O	53	
28-Sep-24	Colorado	@ Central Florida	REG	W	48-21	W	13.5	O	61.5	
12-Oct-24	Colorado	vs Kansas State	REG	L	31-28	W	3.5	O	55.5	
19-Oct-24	Colorado	@ Arizona	REG	W	34-7	W	2.5	U	57.5	
26-Oct-24	Colorado	vs Cincinnati	REG	W	34-23	W	-6.5	P	57	
9-Nov-24	Colorado	@ Texas Tech	REG	W	41-27	W	-4.5	O	62.5	
16-Nov-24	Colorado	vs Utah	REG	W	49-24	W	-13.5	O	43.5	
23-Nov-24	Colorado	@ Kansas	REG	L	37-21	L	-2.5	U	59.5	
29-Nov-24	Colorado	vs Oklahoma State	REG	W	52-0	W	-14.5	U	66.5	
28-Dec-24	Colorado	vs Brigham Young	PST	L	36-14	L	-3	U	54.5	
2-Sep-23	Colorado	@ Texas Christian	REG	W	45-42	W	21	O	63.5	
9-Sep-23	Colorado	vs Nebraska	REG	W	36-14	W	-2.5	U	56.5	
16-Sep-23	Colorado	vs Colorado State	REG	W	43-35	L	-23	O	63	
23-Sep-23	Colorado	@ Oregon	REG	L	42-6	L	21.5	U	71	
30-Sep-23	Colorado	vs Southern California	REG	L	48-41	W	21.5	O	74.5	
7-Oct-23	Colorado	@ Arizona State	REG	W	27-24	P	-3	U	58.5	
13-Oct-23	Colorado	vs Stanford	REG	L	46-43	L	-13.5	O	58.5	
28-Oct-23	Colorado	@ California-Los Angeles	REG	L	28-16	W	14	U	60	
4-Nov-23	Colorado	vs Oregon State	REG	L	26-19	W	13	U	60	
11-Nov-23	Colorado	vs Arizona	REG	L	34-31	W	8	O	55.5	
17-Nov-23	Colorado	@ Washington State	REG	L	56-14	L	4	O	59	
25-Nov-23	Colorado	@ Utah	REG	L	23-17	W	21	U	43	
31-Aug-24	Colorado State	@ Texas	REG	L	52-0	L	35	U	62.5	
7-Sep-24	Colorado State	vs Northern Colorado	REG	W	38-17	L	-30.5	O	52.5	
14-Sep-24	Colorado State	vs Colorado	REG	L	28-9	L	7.5	U	58.5	
21-Sep-24	Colorado State	vs Texas El Paso	REG	W	27-17	W	-9	U	48.5	
5-Oct-24	Colorado State	@ Oregon State	REG	L	39-31	W	10.5	O	47.5	
12-Oct-24	Colorado State	vs San Jose State	REG	W	31-24	W	-2.5	U	55.5	
19-Oct-24	Colorado State	@ Air Force	REG	W	21-13	W	-6	U	44	
26-Oct-24	Colorado State	vs New Mexico	REG	W	17-6	W	-3.5	U	62	
2-Nov-24	Colorado State	@ Nevada	REG	W	38-21	W	-2	O	45.5	
15-Nov-24	Colorado State	vs Wyoming	REG	W	24-10	W	-8.5	U	47.5	
23-Nov-24	Colorado State	@ Fresno State	REG	L	28-22	L	3.5	O	43.5	
29-Nov-24	Colorado State	vs Utah State	REG	W	42-37	P	-5	O	57	
28-Dec-24	Colorado State	vs Miami-OH	PST	L	43-17	L	1.5	O	42.5	
2-Sep-23	Colorado State	vs Washington State	REG	L	50-24	L	8.5	O	54	
16-Sep-23	Colorado State	@ Colorado	REG	L	43-35	W	23	O	63	
23-Sep-23	Colorado State	@ Middle Tennessee	REG	W	31-23	W	3.5	O	50	
30-Sep-23	Colorado State	vs Dixie State	REG	W	41-20					
7-Oct-23	Colorado State	@ Utah State	REG	L	44-24	L	-3	O	62	
14-Oct-23	Colorado State	vs Boise State	REG	W	31-30	W	7.5	O	59.5	
21-Oct-23	Colorado State	@ Nevada-Las Vegas	REG	L	25-23	W	6.5	U	60	
28-Oct-23	Colorado State	vs Air Force	REG	L	30-13	L	14.5	U	46.5	
3-Nov-23	Colorado State	@ Wyoming	REG	L	24-15	L	6	U	44	
11-Nov-23	Colorado State	vs San Diego State	REG	W	22-19	L	-3.5	U	47	
18-Nov-23	Colorado State	vs Nevada	REG	W	30-20	L	-12	O	45	
25-Nov-23	Colorado State	@ Hawaii	REG	L	27-24	L	-5.5	U	54	
30-Aug-24	Duke	vs Elon	REG	W	26-3	L	-24.5	U	49	
6-Sep-24	Duke	@ Northwestern	REG	W	26-20	W	2.5	O	37	
14-Sep-24	Duke	vs Connecticut	REG	W	26-21	L	-17	U	47.5	
21-Sep-24	Duke	@ Middle Tennessee	REG	W	45-17	W	-14.5	O	51.5	
28-Sep-24	Duke	vs North Carolina	REG	W	21-20	W	1.5	U	55.5	
5-Oct-24	Duke	@ Georgia Tech	REG	L	24-14	P	10	U	53	
18-Oct-24	Duke	vs Florida State	REG	W	23-16	W	-2.5	U	43	
26-Oct-24	Duke	vs Southern Methodist	REG	L	28-27	W	11.5	O	49.5	
2-Nov-24	Duke	@ Miami-FL	REG	L	53-31	L	21	O	55.5	
9-Nov-24	Duke	@ North Carolina State	REG	W	29-19	W	3	U	51.5	
23-Nov-24	Duke	vs Virginia Tech	REG	W	31-28	W	2.5	O	45.5	
30-Nov-24	Duke	@ Wake Forest	REG	W	23-17	W	-3.5	U	53.5	
2-Jan-25	Duke	@ Mississippi	PST	L	52-20	L	18	O	51	
4-Sep-23	Duke	vs Clemson	REG	W	28-7	W	12	U	54.5	
9-Sep-23	Duke	vs Lafayette	REG	W	42-7	L	-42.5	O	48.5	
16-Sep-23	Duke	vs Northwestern	REG	W	38-14	W	-17	O	48	
23-Sep-23	Duke	@ Connecticut	REG	W	41-7	W	-22	O	46	
30-Sep-23	Duke	vs Notre Dame	REG	L	21-14	L	5.5	U	53	
14-Oct-23	Duke	vs North Carolina State	REG	W	24-3	W	-4	U	42.5	
21-Oct-23	Duke	@ Florida State	REG	L	38-20	L	13.5	O	49	
28-Oct-23	Duke	@ Louisville	REG	L	23-0	L	5	U	47	
2-Nov-23	Duke	vs Wake Forest	REG	W	24-21	L	-6.5	O	41	
11-Nov-23	Duke	@ North Carolina	REG	L	47-45	W	10	O	53.5	
18-Nov-23	Duke	@ Virginia	REG	L	30-27	L	-3	O	46	
25-Nov-23	Duke	vs Pittsburgh	REG	W	30-19	W	-4.5	O	41.5	
23-Dec-23	Duke	vs Troy	PST	W	17-10	W	6.5	U	44	
31-Aug-24	Eastern Michigan	@ Massachusetts	REG	W	28-14	W	2.5	U	50.5	
7-Sep-24	Eastern Michigan	@ Washington	REG	L	30-9	W	25	U	49	
14-Sep-24	Eastern Michigan	vs Jacksonville State	REG	W	37-34	W	2.5	O	54	
21-Sep-24	Eastern Michigan	vs St. Francis-PA	REG	W	36-0	W	-24.5	U	45.5	
28-Sep-24	Eastern Michigan	@ Kent State	REG	W	52-33	W	-14	O	45.5	
12-Oct-24	Eastern Michigan	vs Miami-OH	REG	L	38-14	L	3	O	45.5	
19-Oct-24	Eastern Michigan	vs Central Michigan	REG	W	38-34	W	-3.5	O	52.5	
26-Oct-24	Eastern Michigan	@ Akron	REG	L	25-21	L	-2.5	U	50.5	
2-Nov-24	Eastern Michigan	vs Toledo	REG	L	29-28	W	10	O	54.5	
13-Nov-24	Eastern Michigan	@ Ohio	REG	L	35-10	L	10.5	U	51.5	
20-Nov-24	Eastern Michigan	vs Buffalo	REG	L	37-20	L	-1	O	53.5	
30-Nov-24	Eastern Michigan	@ Western Michigan	REG	L	26-18	L	6.5	U	55.5	
1-Sep-23	Eastern Michigan	vs Howard	REG	W	33-23	L	-20	O	55.5	
9-Sep-23	Eastern Michigan	@ Minnesota	REG	L	25-6	W	19.5	U	48	
16-Sep-23	Eastern Michigan	vs Massachusetts	REG	W	19-17	L	-7.5	U	50	
23-Sep-23	Eastern Michigan	@ Jacksonville State	REG	L	21-0	L	6.5	U	51	
30-Sep-23	Eastern Michigan	@ Central Michigan	REG	L	26-23	W	10	O	45	
7-Oct-23	Eastern Michigan	vs Ball State	REG	W	24-10	W	-2.5	U	43.5	
